TYPE,TRACE,A

DATE & TIME,19Jul2013 08:43PM WETDS
INSTRUMENT,86140B,SN US40460656,REV B.04.02
AIR/VACUUM/STP,VACUUM

TRACE,A
START,600.000
STOP,1700.000
HORIZONTAL SCALE,nm
LENGTH (pts),1001
RBW (nm),10.00
VBW (Hz),2545

REFERENCE LEVEL (dBm),0.00
VERTICAL SCALE,dBm
SENSITIVITY (dBm),-10.68

AVERAGING,OFF
MIN,OFF
MAX,OFF
SMOOTHING,OFF
TRACE MATH,OFF
OFFSET (dB),0.000

MARKER,1
MARKER TRACE,A
MARKER X POSITION,1150.000
MARKER AMPLITUDE,-34.593
MARKER UNITS,dBm

INDEX,A
1,-20.040
2,-20.129
3,-20.387
4,-20.662
5,-20.955
6,-21.269
7,-21.608
8,-21.975
9,-22.377
10,-21.088
11,-23.170
12,-23.144
13,-23.119
14,-23.093
15,-23.068
16,-19.840
17,-23.018
18,-22.823
19,-21.080
20,-22.917
21,-20.905
22,-22.565
23,-22.400
24,-22.240
25,-22.086
26,-21.937
27,-21.794
28,-21.655
29,-21.525
30,-21.466
31,-21.408
32,-21.350
33,-21.293
34,-21.237
35,-21.181
36,-21.127
37,-21.072
38,-21.019
39,-18.967
40,-20.864
41,-19.204
42,-19.163
43,-16.899
44,-20.177
45,-20.498
46,-20.428
47,-20.293
48,-20.347
49,-20.342
50,-20.336
51,-20.331
52,-20.326
53,-20.320
54,-20.315
55,-20.309
56,-20.304
57,-20.290
58,-19.661
59,-19.901
60,-20.242
61,-20.227
62,-18.857
63,-20.195
64,-20.180
65,-20.164
66,-20.130
67,-20.088
68,-20.047
69,-20.006
70,-19.966
71,-19.925
72,-19.886
73,-19.846
74,-17.839
75,-19.878
76,-20.023
77,-20.172
78,-20.328
79,-19.708
80,-20.655
81,-20.829
82,-21.010
83,-21.199
84,-21.362
85,-21.497
86,-20.576
87,-21.782
88,-19.264
89,-20.565
90,-22.247
91,-22.413
92,-22.587
93,-22.667
94,-21.171
95,-22.563
96,-22.511
97,-22.461
98,-22.411
99,-22.361
100,-22.312
101,-22.263
102,-22.323
103,-20.365
104,-22.924
105,-22.270
106,-23.620
107,-24.016
108,-24.451
109,-24.935
110,-25.480
111,-25.997
112,-26.215
113,-26.445
114,-26.688
115,-26.945
116,-27.218
117,-27.510
118,-25.866
119,-25.232
120,-28.514
121,-27.350
122,-27.198
123,-29.522
124,-28.705
125,-30.125
126,-30.190
127,-30.256
128,-30.323
129,-30.377
130,-30.181
131,-29.993
132,-29.814
133,-29.641
134,-29.462
135,-29.278
136,-29.102
137,-28.024
138,-27.694
139,-28.721
140,-28.679
141,-25.433
142,-27.782
143,-28.574
144,-28.582
145,-28.589
146,-28.597
147,-28.604
148,-28.629
149,-28.656
150,-27.079
151,-28.711
152,-28.742
153,-28.780
154,-28.819
155,-28.858
156,-27.781
157,-28.928
158,-28.958
159,-28.987
160,-24.956
161,-25.844
162,-29.077
163,-29.107
164,-29.138
165,-29.169
166,-29.244
167,-29.340
168,-29.439
169,-28.422
170,-29.644
171,-29.750
172,-29.859
173,-28.420
174,-30.085
175,-28.003
176,-30.307
177,-30.420
178,-30.535
179,-30.654
180,-28.586
181,-30.903
182,-30.212
183,-31.166
184,-31.275
185,-31.357
186,-30.617
187,-31.525
188,-31.612
189,-31.700
190,-30.921
191,-31.883
192,-31.977
193,-32.053
194,-32.101
195,-32.149
196,-32.197
197,-32.247
198,-32.296
199,-31.948
200,-32.398
201,-28.627
202,-31.182
203,-32.579
204,-32.349
205,-32.726
206,-32.300
207,-32.878
208,-30.983
209,-31.964
210,-33.117
211,-33.197
212,-31.034
213,-33.347
214,-33.424
