TYPE,TRACE,A

DATE & TIME,19Jul2013 08:25PM WETDS
INSTRUMENT,86140B,SN US40460656,REV B.04.02
AIR/VACUUM/STP,VACUUM

TRACE,A
START,600.000
STOP,1700.000
HORIZONTAL SCALE,nm
LENGTH (pts),1001
RBW (nm),10.00
VBW (Hz),2545

REFERENCE LEVEL (dBm),0.00
VERTICAL SCALE,dBm
SENSITIVITY (dBm),-10.68

AVERAGING,OFF
MIN,OFF
MAX,OFF
SMOOTHING,OFF
TRACE MATH,OFF
OFFSET (dB),0.000

MARKER,1
MARKER TRACE,A
MARKER X POSITION,1150.000
MARKER AMPLITUDE,-46.331
MARKER UNITS,dBm

INDEX,A
1,-20.040
2,-20.129
3,-20.175
4,-20.662
5,-20.955
6,-21.269
7,-21.608
8,-21.975
9,-21.292
10,-22.819
11,-23.160
12,-23.144
13,-23.119
14,-23.093
15,-23.068
16,-23.043
17,-23.018
18,-22.993
19,-22.969
20,-22.876
21,-22.738
22,-22.565
23,-21.611
24,-22.240
25,-22.086
26,-21.937
27,-21.794
28,-21.655
29,-21.411
30,-21.466
31,-21.408
32,-20.588
33,-21.293
34,-20.258
35,-21.181
36,-21.127
37,-19.086
38,-21.019
39,-20.941
40,-20.864
41,-18.923
42,-20.714
43,-20.641
44,-19.667
45,-20.498
46,-20.428
47,-18.065
48,-20.347
49,-17.927
50,-17.551
51,-20.331
52,-19.376
53,-20.320
54,-20.315
55,-20.309
56,-20.304
57,-17.565
58,-20.274
59,-20.059
60,-20.242
61,-18.877
62,-17.189
63,-20.195
64,-20.180
65,-19.605
66,-18.622
67,-20.088
68,-20.047
69,-20.006
70,-19.966
71,-17.802
72,-18.152
73,-19.846
74,-19.807
75,-19.878
76,-20.023
77,-19.297
78,-20.328
79,-20.488
80,-20.655
81,-19.548
82,-21.010
83,-16.922
84,-21.362
85,-21.497
86,-21.637
87,-21.782
88,-21.931
89,-22.086
90,-21.447
91,-19.362
92,-22.587
93,-22.552
94,-22.329
95,-22.563
96,-22.511
97,-22.461
98,-22.411
99,-22.361
100,-22.312
101,-22.263
102,-22.323
103,-22.613
104,-22.924
105,-22.008
106,-23.620
107,-24.016
108,-24.451
109,-24.935
110,-23.612
111,-23.074
112,-26.215
113,-26.445
114,-26.688
115,-24.773
116,-27.179
117,-27.510
118,-25.428
119,-28.160
120,-28.514
121,-28.825
122,-29.159
123,-26.748
124,-29.917
125,-30.125
126,-30.190
127,-30.256
128,-30.323
129,-30.377
130,-30.181
131,-29.993
132,-29.814
133,-29.641
134,-29.462
135,-29.278
136,-29.102
137,-28.008
138,-28.769
139,-28.721
140,-26.827
141,-28.637
142,-27.842
143,-28.574
144,-28.582
145,-28.589
146,-26.279
147,-25.671
148,-27.059
149,-28.656
150,-28.684
151,-28.711
152,-28.742
153,-28.780
154,-28.819
155,-26.356
156,-28.897
157,-28.928
158,-28.958
159,-28.987
160,-28.507
161,-29.047
162,-29.077
163,-26.203
164,-27.133
165,-29.169
166,-29.244
167,-29.340
168,-29.439
169,-29.540
170,-29.644
171,-29.750
172,-29.859
173,-29.971
174,-30.085
175,-30.197
176,-29.289
177,-30.420
178,-30.381
179,-29.595
180,-30.777
181,-30.903
182,-31.033
183,-29.704
184,-31.275
185,-31.357
186,-31.440
187,-31.109
188,-31.612
189,-29.857
190,-31.790
191,-31.330
192,-31.977
193,-32.053
194,-32.101
195,-29.962
196,-31.450
197,-29.772
198,-32.296
199,-32.347
200,-32.398
201,-32.449
202,-32.474
203,-32.579
204,-32.652
205,-32.726
206,-32.801
207,-32.878
208,-32.956
209,-33.036
210,-30.796
211,-33.197
212,-33.272
213,-33.347
214,-33.424
