TYPE,TRACE,A

DATE & TIME,19Jul2013 08:32PM WETDS
INSTRUMENT,86140B,SN US40460656,REV B.04.02
AIR/VACUUM/STP,VACUUM

TRACE,A
START,600.000
STOP,1700.000
HORIZONTAL SCALE,nm
LENGTH (pts),1001
RBW (nm),10.00
VBW (Hz),2545

REFERENCE LEVEL (dBm),0.00
VERTICAL SCALE,dBm
SENSITIVITY (dBm),-10.68

AVERAGING,OFF
MIN,OFF
MAX,OFF
SMOOTHING,OFF
TRACE MATH,OFF
OFFSET (dB),0.000

MARKER,1
MARKER TRACE,A
MARKER X POSITION,1150.000
MARKER AMPLITUDE,-37.402
MARKER UNITS,dBm

INDEX,A
1,-20.040
2,-20.129
3,-20.387
4,-17.583
5,-20.955
6,-21.269
7,-21.608
8,-20.271
9,-21.520
10,-19.713
11,-23.170
12,-23.144
13,-23.119
14,-23.093
15,-23.068
16,-20.479
17,-22.662
18,-22.993
19,-22.969
20,-22.917
21,-22.166
22,-22.565
23,-20.070
24,-22.240
25,-22.086
26,-19.312
27,-21.794
28,-21.655
29,-21.525
30,-21.466
31,-20.117
32,-21.350
33,-21.293
34,-20.342
35,-21.181
36,-21.127
37,-20.055
38,-20.633
39,-17.360
40,-19.732
41,-20.788
42,-20.714
43,-20.641
44,-17.393
45,-20.498
46,-20.428
47,-20.360
48,-20.347
49,-18.217
50,-20.336
51,-20.331
52,-19.530
53,-17.085
54,-20.315
55,-20.309
56,-20.304
57,-20.290
58,-19.221
59,-20.258
60,-20.242
61,-19.138
62,-20.211
63,-19.133
64,-20.180
65,-19.758
66,-20.130
67,-20.088
68,-20.047
69,-20.006
70,-15.436
71,-19.925
72,-19.886
73,-19.846
74,-18.949
75,-19.878
76,-18.112
77,-20.172
78,-20.328
79,-20.488
80,-20.061
81,-20.829
82,-21.010
83,-21.199
84,-21.362
85,-21.497
86,-18.481
87,-19.720
88,-19.566
89,-22.086
90,-21.362
91,-22.413
92,-22.587
93,-22.667
94,-22.615
95,-22.563
96,-19.299
97,-20.762
98,-21.275
99,-22.361
100,-22.312
101,-22.263
102,-20.226
103,-22.613
104,-21.863
105,-23.258
106,-23.620
107,-22.468
108,-24.409
109,-24.935
110,-21.396
111,-25.997
112,-26.215
113,-23.981
114,-26.688
115,-24.215
116,-23.391
117,-26.257
118,-27.823
119,-27.632
120,-28.514
121,-28.637
122,-29.159
123,-29.522
124,-29.917
125,-30.125
126,-30.190
127,-30.256
128,-30.323
129,-27.897
130,-30.181
131,-29.993
132,-29.814
133,-26.183
134,-29.462
135,-29.278
136,-29.102
137,-28.932
138,-28.769
139,-24.858
140,-28.621
141,-28.637
142,-23.829
143,-28.574
144,-27.636
145,-28.589
146,-28.597
147,-25.770
148,-28.629
149,-25.890
150,-27.861
151,-27.699
152,-28.742
153,-28.780
154,-28.819
155,-28.858
156,-28.897
157,-28.011
158,-28.945
159,-28.987
160,-26.474
161,-26.018
162,-29.077
163,-29.107
164,-29.138
165,-29.169
166,-27.138
167,-29.340
168,-29.439
169,-27.788
170,-29.596
171,-25.934
172,-28.706
173,-28.604
174,-30.085
175,-30.197
176,-30.307
177,-30.420
178,-30.535
179,-30.654
180,-30.775
181,-30.903
182,-31.033
183,-27.883
184,-31.275
185,-31.357
186,-31.440
187,-29.852
188,-31.612
189,-31.161
190,-31.790
191,-31.883
192,-31.977
193,-31.262
194,-31.450
195,-32.029
196,-28.977
197,-32.247
198,-31.869
199,-32.347
200,-31.884
201,-31.806
202,-32.507
203,-30.080
204,-32.652
205,-32.726
206,-31.399
207,-32.878
208,-32.956
209,-33.036
210,-33.117
211,-33.197
212,-33.272
213,-32.214
214,-30.998
