TYPE,TRACE,A

DATE & TIME,19Jul2013 08:41PM WETDS
INSTRUMENT,86140B,SN US40460656,REV B.04.02
AIR/VACUUM/STP,VACUUM

TRACE,A
START,600.000
STOP,1700.000
HORIZONTAL SCALE,nm
LENGTH (pts),1001
RBW (nm),10.00
VBW (Hz),2545

REFERENCE LEVEL (dBm),0.00
VERTICAL SCALE,dBm
SENSITIVITY (dBm),-10.68

AVERAGING,OFF
MIN,OFF
MAX,OFF
SMOOTHING,OFF
TRACE MATH,OFF
OFFSET (dB),0.000

MARKER,1
MARKER TRACE,A
MARKER X POSITION,1150.000
MARKER AMPLITUDE,-35.853
MARKER UNITS,dBm

INDEX,A
1,-19.539
2,-20.129
3,-20.387
4,-20.662
5,-20.955
6,-21.269
7,-20.560
8,-21.975
9,-22.377
10,-22.201
11,-23.170
12,-23.144
13,-23.119
14,-23.093
15,-23.068
16,-23.043
17,-23.018
18,-22.993
19,-22.969
20,-22.349
21,-22.738
22,-21.440
23,-22.400
24,-19.166
25,-22.086
26,-21.937
27,-21.794
28,-21.655
29,-21.525
30,-19.147
31,-19.264
32,-21.350
33,-21.293
34,-21.237
35,-21.181
36,-21.127
37,-21.072
38,-20.057
39,-20.941
40,-20.864
41,-20.788
42,-20.714
43,-20.641
44,-20.569
45,-17.722
46,-18.613
47,-18.658
48,-20.347
49,-20.342
50,-20.336
51,-20.331
52,-20.326
53,-20.320
54,-18.673
55,-20.309
56,-20.304
57,-20.290
58,-20.274
59,-20.258
60,-20.242
61,-20.227
62,-20.080
63,-17.508
64,-20.180
65,-20.164
66,-20.130
67,-20.088
68,-20.047
69,-20.006
70,-18.355
71,-19.925
72,-19.886
73,-19.846
74,-19.807
75,-19.878
76,-20.023
77,-20.172
78,-18.053
79,-20.488
80,-20.655
81,-20.829
82,-21.010
83,-19.769
84,-21.362
85,-21.497
86,-21.637
87,-21.782
88,-21.931
89,-22.086
90,-22.247
91,-22.413
92,-22.587
93,-22.667
94,-22.615
95,-22.563
96,-22.511
97,-22.461
98,-20.127
99,-22.008
100,-22.312
101,-22.263
102,-22.323
103,-22.613
104,-21.197
105,-23.258
106,-23.620
107,-24.016
108,-23.579
109,-24.935
110,-25.480
111,-25.997
112,-24.768
113,-26.445
114,-26.688
115,-26.945
116,-27.218
117,-27.510
118,-27.823
119,-26.538
120,-28.514
121,-28.825
122,-29.159
123,-29.180
124,-29.917
125,-30.125
126,-30.190
127,-30.256
128,-30.323
129,-30.377
130,-30.181
131,-29.705
132,-29.814
133,-29.641
134,-29.462
135,-29.278
136,-28.221
137,-28.932
138,-26.684
139,-26.895
140,-28.679
141,-27.473
142,-28.595
143,-28.574
144,-28.582
145,-28.589
146,-28.597
147,-28.604
148,-28.629
149,-28.105
150,-25.088
151,-27.689
152,-28.742
153,-28.780
154,-28.819
155,-28.858
156,-28.897
157,-28.928
158,-28.958
159,-28.987
160,-29.017
161,-29.047
162,-29.077
163,-29.107
164,-29.138
165,-26.824
166,-29.244
167,-29.340
168,-29.439
169,-29.540
170,-28.454
171,-29.750
172,-29.859
173,-29.971
174,-30.085
175,-30.197
176,-30.307
177,-30.420
178,-30.535
179,-28.539
180,-30.777
181,-30.903
182,-30.950
183,-31.166
184,-31.275
185,-31.357
186,-31.440
187,-30.162
188,-31.612
189,-31.700
190,-31.790
191,-31.883
192,-29.730
193,-32.053
194,-32.101
195,-32.149
196,-32.197
197,-30.927
198,-32.296
199,-32.347
200,-32.398
201,-32.366
202,-29.251
203,-32.579
204,-32.652
205,-32.726
206,-32.801
207,-32.878
208,-31.873
209,-33.036
210,-33.117
211,-33.197
212,-33.272
213,-33.347
214,-32.876
